1
100 5050
4 94 41829
4 95 24528
4 96 14016
4 97 876
4 98 46647
4 99 17520
4 100 3066
5 5 -2259936
5 6 40824
5 7 10584
5 8 23688
5 9 31248
5 10 27048
5 11 13104
5 12 23184
5 13 168
5 14 30240
5 15 3360
5 16 28560
5 17 1176
5 18 840
5 19 8232
5 20 18480
5 21 3696
5 22 39312
5 23 8568
5 24 25872
5 25 31920
5 26 10080
5 27 16800
5 28 23016
5 29 25032
5 30 41160
5 31 12768
5 32 4368
5 33 9240
5 34 19152
5 35 20832
5 36 17472
5 37 40992
5 38 41328
5 39 26880
5 40 24192
5 41 31248
5 42 27048
5 43 37968
5 44 29736
5 45 29736
5 46 8400
5 47 32760
5 48 18816
5 49 39984
5 50 39816
5 51 27384
5 52 39312
5 53 16968
5 54 6048
5 55 40992
5 56 8232
5 57 17808
5 58 30240
5 59 11424
5 60 29400
5 61 29904
5 62 22176
5 63 32928
5 64 42000
5 65 21504
5 66 27216
5 67 17976
5 68 25032
5 69 11928
5 70 30912
5 71 39144
5 72 20160
5 73 32088
5 74 37296
5 75 38136
5 76 19824
5 77 2688
5 78 28896
5 79 42336
5 80 7392
5 81 6888
5 82 31416
5 83 14112
5 84 1680
5 85 41496
5 86 19320
5 87 38808
5 88 6048
5 89 30912
5 90 22680
5 91 34104
5 92 7392
5 93 38304
5 94 32088
5 95 18816
5 96 10752
5 97 672
5 98 35784
5 99 13440
5 100 2352
6 6 -3250611
6 7 15309
6 8 34263
6 9 45198
6 10 39123
6 11 18954
6 12 33534
6 13 243
6 14 43740
6 15 4860
6 16 41310
6 17 1701
6 18 1215
6 19 11907
6 20 26730
6 21 5346
6 22 56862
6 23 12393
6 24 37422
6 25 46170
6 26 14580
6 27 24300
6 28 33291
6 29 36207
6 30 59535
6 31 18468
6 32 6318
6 33 13365
6 34 27702
6 35 30132
6 36 25272
6 37 59292
6 38 59778
6 39 38880
6 40 34992
6 41 45198
6 42 39123
6 43 54918
6 44 43011
6 45 43011
6 46 12150
6 47 47385
6 48 27216
6 49 57834
6 50 57591
6 51 39609
6 52 56862
6 53 24543
6 54 8748
6 55 59292
6 56 11907
6 57 25758
6 58 43740
6 59 16524
6 60 42525
6 61 43254
6 62 32076
6 63 47628
6 64 60750
6 65 31104
6 66 39366
6 67 26001
6 68 36207
6 69 17253
6 70 44712
6 71 56619
6 72 29160
6 73 46413
6 74 53946
6 75 55161
6 76 28674
6 77 3888
6 78 41796
6 79 61236
6 80 10692
6 81 9963
6 82 45441
6 83 20412
6 84 2430
6 85 60021
6 86 27945
6 87 56133
6 88 8748
6 89 44712
6 90 32805
6 91 49329
6 92 10692
6 93 55404
6 94 46413
6 95 27216
6 96 15552
6 97 972
6 98 51759
6 99 19440
6 100 3402
7 7 -854091
7 8 8883
7 9 11718
7 10 10143
7 11 4914
7 12 8694
7 13 63
7 14 11340
7 15 1260
7 16 10710
7 17 441
7 18 315
7 19 3087
7 20 6930
7 21 1386
7 22 14742
7 23 3213
7 24 9702
7 25 11970
7 26 3780
7 27 6300
7 28 8631
7 29 9387
7 30 15435
7 31 4788
7 32 1638
7 33 3465
7 34 7182
7 35 7812
7 36 6552
7 37 15372
7 38 15498
7 39 10080
7 40 9072
7 41 11718
7 42 10143
7 43 14238
7 44 11151
7 45 11151
7 46 3150
7 47 12285
7 48 7056
7 49 14994
7 50 14931
7 51 10269
7 52 14742
7 53 6363
7 54 2268
7 55 15372
7 56 3087
7 57 6678
7 58 11340
7 59 4284
7 60 11025
7 61 11214
7 62 8316
7 63 12348
7 64 15750
7 65 8064
7 66 10206
7 67 6741
7 68 9387
7 69 4473
7 70 11592
7 71 14679
7 72 7560
7 73 12033
7 74 13986
7 75 14301
7 76 7434
7 77 1008
7 78 10836
7 79 15876
7 80 2772
7 81 2583
7 82 11781
7 83 5292
7 84 630
7 85 15561
7 86 7245
7 87 14553
7 88 2268
7 89 11592
7 90 8505
7 91 12789
7 92 2772
7 93 14364
7 94 12033
7 95 7056
7 96 4032
7 97 252
7 98 13419
7 99 5040
7 100 882
8 8 -1900539
8 9 26226
8 10 22701
8 11 10998
8 12 19458
8 13 141
8 14 25380
8 15 2820
8 16 23970
8 17 987
8 18 705
8 19 6909
8 20 15510
8 21 3102
8 22 32994
8 23 7191
8 24 21714
8 25 26790
8 26 8460
8 27 14100
8 28 19317
8 29 21009
8 30 34545
8 31 10716
8 32 3666
8 33 7755
8 34 16074
8 35 17484
8 36 14664
8 37 34404
8 38 34686
8 39 22560
8 40 20304
8 41 26226
8 42 22701
8 43 31866
8 44 24957
8 45 24957
8 46 7050
8 47 27495
8 48 15792
8 49 33558
8 50 33417
8 51 22983
8 52 32994
8 53 14241
8 54 5076
8 55 34404
8 56 6909
8 57 14946
8 58 25380
8 59 9588
8 60 24675
8 61 25098
8 62 18612
8 63 27636
8 64 35250
8 65 18048
8 66 22842
8 67 15087
8 68 21009
8 69 10011
8 70 25944
8 71 32853
8 72 16920
8 73 26931
8 74 31302
8 75 32007
8 76 16638
8 77 2256
8 78 24252
8 79 35532
8 80 6204
8 81 5781
8 82 26367
8 83 11844
8 84 1410
8 85 34827
8 86 16215
8 87 32571
8 88 5076
8 89 25944
8 90 19035
8 91 28623
8 92 6204
8 93 32148
8 94 26931
8 95 15792
8 96 9024
8 97 564
8 98 30033
8 99 11280
8 100 1974
9 9 -2498724
9 10 29946
9 11 14508
9 12 25668
9 13 186
9 14 33480
9 15 3720
9 16 31620
9 17 1302
9 18 930
9 19 9114
9 20 20460
9 21 4092
9 22 43524
9 23 9486
9 24 28644
9 25 35340
9 26 11160
9 27 18600
9 28 25482
9 29 27714
9 30 45570
9 31 14136
9 32 4836
9 33 10230
9 34 21204
9 35 23064
9 36 19344
9 37 45384
9 38 45756
9 39 29760
9 40 26784
9 41 34596
9 42 29946
9 43 42036
9 44 32922
9 45 32922
9 46 9300
9 47 36270
9 48 20832
9 49 44268
9 50 44082
9 51 30318
9 52 43524
9 53 18786
9 54 6696
9 55 45384
9 56 9114
9 57 19716
9 58 33480
9 59 12648
9 60 32550
9 61 33108
9 62 24552
9 63 36456
9 64 46500
9 65 23808
9 66 30132
9 67 19902
9 68 27714
9 69 13206
9 70 34224
9 71 43338
9 72 22320
9 73 35526
9 74 41292
9 75 42222
9 76 21948
9 77 2976
9 78 31992
9 79 46872
9 80 8184
9 81 7626
9 82 34782
9 83 15624
9 84 1860
9 85 45942
9 86 21390
9 87 42966
9 88 6696
9 89 34224
9 90 25110
9 91 37758
9 92 8184
9 93 42408
9 94 35526
9 95 20832
9 96 11904
9 97 744
9 98 39618
9 99 14880
9 100 2604
10 10 -2166899
10 11 12558
10 12 22218
10 13 161
10 14 28980
10 15 3220
10 16 27370
10 17 1127
10 18 805
10 19 7889
10 20 17710
10 21 3542
10 22 37674
10 23 8211
10 24 24794
10 25 30590
10 26 9660
10 27 16100
10 28 22057
10 29 23989
10 30 39445
10 31 12236
10 32 4186
10 33 8855
10 34 18354
10 35 19964
10 36 16744
10 37 39284
10 38 39606
10 39 25760
10 40 23184
10 41 29946
10 42 25921
10 43 36386
10 44 28497
10 45 28497
10 46 8050
10 47 31395
10 48 18032
10 49 38318
10 50 38157
10 51 26243
10 52 37674
10 53 16261
10 54 5796
10 55 39284
10 56 7889
10 57 17066
10 58 28980
10 59 10948
10 60 28175
10 61 28658
10 62 21252
10 63 31556
10 64 40250
10 65 20608
10 66 26082
10 67 17227
10 68 23989
10 69 11431
10 70 29624
10 71 37513
10 72 19320
10 73 30751
10 74 35742
10 75 36547
10 76 18998
10 77 2576
10 78 27692
10 79 40572
10 80 7084
10 81 6601
10 82 30107
10 83 13524
10 84 1610
10 85 39767
10 86 18515
10 87 37191
10 88 5796
10 89 29624
10 90 21735
10 91 32683
10 92 7084
10 93 36708
10 94 30751
10 95 18032
10 96 10304
10 97 644
10 98 34293
10 99 12880
10 100 2254
11 11 -1056276
11 12 10764
11 13 78
11 14 14040
11 15 1560
11 16 13260
11 17 546
11 18 390
11 19 3822
11 20 8580
11 21 1716
11 22 18252
11 23 3978
11 24 12012
11 25 14820
11 26 4680
11 27 7800
11 28 10686
11 29 11622
11 30 19110
11 31 5928
11 32 2028
11 33 4290
11 34 8892
11 35 9672
11 36 8112
11 37 19032
11 38 19188
11 39 12480
11 40 11232
11 41 14508
11 42 12558
11 43 17628
11 44 13806
11 45 13806
11 46 3900
11 47 15210
11 48 8736
11 49 18564
11 50 18486
11 51 12714
11 52 18252
11 53 7878
11 54 2808
11 55 19032
11 56 3822
11 57 8268
11 58 14040
11 59 5304
11 60 13650
11 61 13884
11 62 10296
11 63 15288
11 64 19500
11 65 9984
11 66 12636
11 67 8346
11 68 11622
11 69 5538
11 70 14352
11 71 18174
11 72 9360
11 73 14898
11 74 17316
11 75 17706
11 76 9204
11 77 1248
11 78 13416
11 79 19656
11 80 3432
11 81 3198
11 82 14586
11 83 6552
11 84 780
11 85 19266
11 86 8970
11 87 18018
11 88 2808
11 89 14352
11 90 10530
11 91 15834
11 92 3432
11 93 17784
11 94 14898
11 95 8736
11 96 4992
11 97 312
11 98 16614
11 99 6240
11 100 1092
12 12 -1860516
12 13 138
12 14 24840
12 15 2760
12 16 23460
12 17 966
12 18 690
12 19 6762
12 20 15180
12 21 3036
12 22 32292
12 23 7038
12 24 21252
12 25 26220
12 26 8280
12 27 13800
12 28 18906
12 29 20562
12 30 33810
12 31 10488
12 32 3588
12 33 7590
12 34 15732
12 35 17112
12 36 14352
12 37 33672
12 38 33948
12 39 22080
12 40 19872
12 41 25668
12 42 22218
12 43 31188
12 44 24426
12 45 24426
12 46 6900
12 47 26910
12 48 15456
12 49 32844
12 50 32706
12 51 22494
12 52 32292
12 53 13938
12 54 4968
12 55 33672
12 56 6762
12 57 14628
12 58 24840
12 59 9384
12 60 24150
12 61 24564
12 62 18216
12 63 27048
12 64 34500
12 65 17664
12 66 22356
12 67 14766
12 68 20562
12 69 9798
12 70 25392
12 71 32154
12 72 16560
12 73 26358
12 74 30636
12 75 31326
12 76 16284
12 77 2208
12 78 23736
12 79 34776
12 80 6072
12 81 5658
12 82 25806
12 83 11592
12 84 1380
12 85 34086
12 86 15870
12 87 31878
12 88 4968
12 89 25392
12 90 18630
12 91 28014
12 92 6072
12 93 31464
12 94 26358
12 95 15456
12 96 8832
12 97 552
12 98 29394
12 99 11040
12 100 1932
13 13 -13619
13 14 180
13 15 20
13 16 170
13 17 7
13 18 5
13 19 49
13 20 110
13 21 22
13 22 234
13 23 51
13 24 154
13 25 190
13 26 60
13 27 100
13 28 137
13 29 149
13 30 245
13 31 76
13 32 26
13 33 55
13 34 114
13 35 124
13 36 104
13 37 244
13 38 246
13 39 160
13 40 144
13 41 186
13 42 161
13 43 226
13 44 177
13 45 177
13 46 50
13 47 195
13 48 112
13 49 238
13 50 237
13 51 163
13 52 234
13 53 101
13 54 36
13 55 244
13 56 49
13 57 106
13 58 180
13 59 68
13 60 175
13 61 178
13 62 132
13 63 196
13 64 250
13 65 128
13 66 162
13 67 107
13 68 149
13 69 71
13 70 184
13 71 233
13 72 120
13 73 191
13 74 222
13 75 227
13 76 118
13 77 16
13 78 172
13 79 252
13 80 44
13 81 41
13 82 187
13 83 84
13 84 10
13 85 247
13 86 115
13 87 231
13 88 36
13 89 184
13 90 135
13 91 203
13 92 44
13 93 228
13 94 191
13 95 112
13 96 64
13 97 4
13 98 213
13 99 80
13 100 14
14 14 -2419200
14 15 3600
14 16 30600
14 17 1260
14 18 900
14 19 8820
14 20 19800
14 21 3960
14 22 42120
14 23 9180
14 24 27720
14 25 34200
14 26 10800
14 27 18000
14 28 24660
14 29 26820
14 30 44100
14 31 13680
14 32 4680
14 33 9900
14 34 20520
14 35 22320
14 36 18720
14 37 43920
14 38 44280
14 39 28800
14 40 25920
14 41 33480
14 42 28980
14 43 40680
14 44 31860
14 45 31860
14 46 9000
14 47 35100
14 48 20160
14 49 42840
14 50 42660
14 51 29340
14 52 42120
14 53 18180
14 54 6480
14 55 43920
14 56 8820
14 57 19080
14 58 32400
14 59 12240
14 60 31500
14 61 32040
14 62 23760
14 63 35280
14 64 45000
14 65 23040
14 66 29160
14 67 19260
14 68 26820
14 69 12780
14 70 33120
14 71 41940
14 72 21600
14 73 34380
14 74 39960
14 75 40860
14 76 21240
14 77 2880
14 78 30960
14 79 45360
14 80 7920
14 81 7380
14 82 33660
14 83 15120
14 84 1800
14 85 44460
14 86 20700
14 87 41580
14 88 6480
14 89 33120
14 90 24300
14 91 36540
14 92 7920
14 93 41040
14 94 34380
14 95 20160
14 96 11520
14 97 720
14 98 38340
14 99 14400
14 100 2520
15 15 -272000
15 16 3400
15 17 140
15 18 100
15 19 980
15 20 2200
15 21 440
15 22 4680
15 23 1020
15 24 3080
15 25 3800
15 26 1200
15 27 2000
15 28 2740
15 29 2980
15 30 4900
15 31 1520
15 32 520
15 33 1100
15 34 2280
15 35 2480
15 36 2080
15 37 4880
15 38 4920
15 39 3200
15 40 2880
15 41 3720
15 42 3220
15 43 4520
15 44 3540
15 45 3540
15 46 1000
15 47 3900
15 48 2240
15 49 4760
15 50 4740
15 51 3260
15 52 4680
15 53 2020
15 54 720
15 55 4880
15 56 980
15 57 2120
15 58 3600
15 59 1360
15 60 3500
15 61 3560
15 62 2640
15 63 3920
15 64 5000
15 65 2560
15 66 3240
15 67 2140
15 68 2980
15 69 1420
15 70 3680
15 71 4660
15 72 2400
15 73 3820
15 74 4440
15 75 4540
15 76 2360
15 77 320
15 78 3440
15 79 5040
15 80 880
15 81 820
15 82 3740
15 83 1680
15 84 200
15 85 4940
15 86 2300
15 87 4620
15 88 720
15 89 3680
15 90 2700
15 91 4060
15 92 880
15 93 4560
15 94 3820
15 95 2240
15 96 1280
15 97 80
15 98 4260
15 99 1600
15 100 280
16 16 -2286500
16 17 1190
16 18 850
16 19 8330
16 20 18700
16 21 3740
16 22 39780
16 23 8670
16 24 26180
16 25 32300
16 26 10200
16 27 17000
16 28 23290
16 29 25330
16 30 41650
16 31 12920
16 32 4420
16 33 9350
16 34 19380
16 35 21080
16 36 17680
16 37 41480
16 38 41820
16 39 27200
16 40 24480
16 41 31620
16 42 27370
16 43 38420
16 44 30090
16 45 30090
16 46 8500
16 47 33150
16 48 19040
16 49 40460
16 50 40290
16 51 27710
16 52 39780
16 53 17170
16 54 6120
16 55 41480
16 56 8330
16 57 18020
16 58 30600
16 59 11560
16 60 29750
16 61 30260
16 62 22440
16 63 33320
16 64 42500
16 65 21760
16 66 27540
16 67 18190
16 68 25330
16 69 12070
16 70 31280
16 71 39610
16 72 20400
16 73 32470
16 74 37740
16 75 38590
16 76 20060
16 77 2720
16 78 29240
16 79 42840
16 80 7480
16 81 6970
16 82 31790
16 83 14280
16 84 1700
16 85 41990
16 86 19550
16 87 39270
16 88 6120
16 89 31280
16 90 22950
16 91 34510
16 92 7480
16 93 38760
16 94 32470
16 95 19040
16 96 10880
16 97 680
16 98 36210
16 99 13600
16 100 2380
17 17 -95291
17 18 35
17 19 343
17 20 770
17 21 154
17 22 1638
17 23 357
17 24 1078
17 25 1330
17 26 420
17 27 700
17 28 959
17 29 1043
17 30 1715
17 31 532
17 32 182
17 33 385
17 34 798
17 35 868
17 36 728
17 37 1708
17 38 1722
17 39 1120
17 40 1008
17 41 1302
17 42 1127
17 43 1582
17 44 1239
17 45 1239
17 46 350
17 47 1365
17 48 784
17 49 1666
17 50 1659
17 51 1141
17 52 1638
17 53 707
17 54 252
17 55 1708
17 56 343
17 57 742
17 58 1260
17 59 476
17 60 1225
17 61 1246
17 62 924
17 63 1372
17 64 1750
17 65 896
17 66 1134
17 67 749
17 68 1043
17 69 497
17 70 1288
17 71 1631
17 72 840
17 73 1337
17 74 1554
17 75 1589
17 76 826
17 77 112
17 78 1204
17 79 1764
17 80 308
17 81 287
17 82 1309
17 83 588
17 84 70
17 85 1729
17 86 805
17 87 1617
17 88 252
17 89 1288
17 90 945
17 91 1421
17 92 308
17 93 1596
17 94 1337
17 95 784
17 96 448
17 97 28
17 98 1491
17 99 560
17 100 98
18 18 -68075
18 19 245
18 20 550
18 21 110
18 22 1170
18 23 255
18 24 770
18 25 950
18 26 300
18 27 500
18 28 685
18 29 745
18 30 1225
18 31 380
18 32 130
18 33 275
18 34 570
18 35 620
18 36 520
18 37 1220
18 38 1230
18 39 800
18 40 720
18 41 930
18 42 805
18 43 1130
18 44 885
18 45 885
18 46 250
18 47 975
18 48 560
18 49 1190
18 50 1185
18 51 815
18 52 1170
18 53 505
18 54 180
18 55 1220
18 56 245
18 57 530
18 58 900
18 59 340
18 60 875
18 61 890
18 62 660
18 63 980
18 64 1250
18 65 640
18 66 810
18 67 535
18 68 745
18 69 355
18 70 920
18 71 1165
18 72 600
18 73 955
18 74 1110
18 75 1135
18 76 590
18 77 80
18 78 860
18 79 1260
18 80 220
18 81 205
18 82 935
18 83 420
18 84 50
18 85 1235
18 86 575
18 87 1155
18 88 180
18 89 920
18 90 675
18 91 1015
18 92 220
18 93 1140
18 94 955
18 95 560
18 96 320
18 97 20
18 98 1065
18 99 400
18 100 70
19 19 -664979
19 20 5390
19 21 1078
19 22 11466
19 23 2499
19 24 7546
19 25 9310
19 26 2940
19 27 4900
19 28 6713
19 29 7301
19 30 12005
19 31 3724
19 32 1274
19 33 2695
19 34 5586
19 35 6076
19 36 5096
19 37 11956
19 38 12054
19 39 7840
19 40 7056
19 41 9114
19 42 7889
19 43 11074
19 44 8673
19 45 8673
19 46 2450
19 47 9555
19 48 5488
19 49 11662
19 50 11613
19 51 7987
19 52 11466
19 53 4949
19 54 1764
19 55 11956
19 56 2401
19 57 5194
19 58 8820
19 59 3332
19 60 8575
19 61 8722
19 62 6468
19 63 9604
19 64 12250
19 65 6272
19 66 7938
19 67 5243
19 68 7301
19 69 3479
19 70 9016
19 71 11417
19 72 5880
19 73 9359
19 74 10878
19 75 11123
19 76 5782
19 77 784
19 78 8428
19 79 12348
19 80 2156
19 81 2009
19 82 9163
19 83 4116
19 84 490
19 85 12103
19 86 5635
19 87 11319
19 88 1764
19 89 9016
19 90 6615
19 91 9947
19 92 2156
19 93 11172
19 94 9359
19 95 5488
19 96 3136
19 97 196
19 98 10437
19 99 3920
19 100 686
20 20 -1486100
20 21 2420
20 22 25740
20 23 5610
20 24 16940
20 25 20900
20 26 6600
20 27 11000
20 28 15070
20 29 16390
20 30 26950
20 31 8360
20 32 2860
20 33 6050
20 34 12540
20 35 13640
20 36 11440
20 37 26840
20 38 27060
20 39 17600
20 40 15840
20 41 20460
20 42 17710
20 43 24860
20 44 19470
20 45 19470
20 46 5500
20 47 21450
20 48 12320
20 49 26180
20 50 26070
20 51 17930
20 52 25740
20 53 11110
20 54 3960
20 55 26840
20 56 5390
20 57 11660
20 58 19800
20 59 7480
20 60 19250
20 61 19580
20 62 14520
20 63 21560
20 64 27500
20 65 14080
20 66 17820
20 67 11770
20 68 16390
20 69 7810
20 70 20240
20 71 25630
20 72 13200
20 73 21010
20 74 24420
20 75 24970
20 76 12980
20 77 1760
20 78 18920
20 79 27720
20 80 4840
20 81 4510
20 82 20570
20 83 9240
20 84 1100
20 85 27170
20 86 12650
20 87 25410
20 88 3960
20 89 20240
20 90 14850
20 91 22330
20 92 4840
20 93 25080
20 94 21010
20 95 12320
20 96 7040
20 97 440
20 98 23430
20 99 8800
20 100 1540
21 21 -299156
21 22 5148
21 23 1122
21 24 3388
21 25 4180
21 26 1320
21 27 2200
21 28 3014
21 29 3278
21 30 5390
21 31 1672
21 32 572
21 33 1210
21 34 2508
21 35 2728
21 36 2288
21 37 5368
21 38 5412
21 39 3520
21 40 3168
21 41 4092
21 42 3542
21 43 4972
21 44 3894
21 45 3894
21 46 1100
21 47 4290
21 48 2464
21 49 5236
21 50 5214
21 51 3586
21 52 5148
21 53 2222
21 54 792
21 55 5368
21 56 1078
21 57 2332
21 58 3960
21 59 1496
21 60 3850
21 61 3916
21 62 2904
21 63 4312
21 64 5500
21 65 2816
21 66 3564
21 67 2354
21 68 3278
21 69 1562
21 70 4048
21 71 5126
21 72 2640
21 73 4202
21 74 4884
21 75 4994
21 76 2596
21 77 352
21 78 3784
21 79 5544
21 80 968
21 81 902
21 82 4114
21 83 1848
21 84 220
21 85 5434
21 86 2530
21 87 5082
21 88 792
21 89 4048
21 90 2970
21 91 4466
21 92 968
21 93 5016
21 94 4202
21 95 2464
21 96 1408
21 97 88
21 98 4686
21 99 1760
21 100 308
22 22 -3132324
22 23 11934
22 24 36036
22 25 44460
22 26 14040
22 27 23400
22 28 32058
22 29 34866
22 30 57330
22 31 17784
22 32 6084
22 33 12870
22 34 26676
22 35 29016
22 36 24336
22 37 57096
22 38 57564
22 39 37440
22 40 33696
22 41 43524
22 42 37674
22 43 52884
22 44 41418
22 45 41418
22 46 11700
22 47 45630
22 48 26208
22 49 55692
22 50 55458
22 51 38142
22 52 54756
22 53 23634
22 54 8424
22 55 57096
22 56 11466
22 57 24804
22 58 42120
22 59 15912
22 60 40950
22 61 41652
22 62 30888
22 63 45864
22 64 58500
22 65 29952
22 66 37908
22 67 25038
22 68 34866
22 69 16614
22 70 43056
22 71 54522
22 72 28080
22 73 44694
22 74 51948
22 75 53118
22 76 27612
22 77 3744
22 78 40248
22 79 58968
22 80 10296
22 81 9594
22 82 43758
22 83 19656
22 84 2340
22 85 57798
22 86 26910
22 87 54054
22 88 8424
22 89 43056
22 90 31590
22 91 47502
22 92 10296
22 93 53352
22 94 44694
22 95 26208
22 96 14976
22 97 936
22 98 49842
22 99 18720
22 100 3276
23 23 -692019
23 24 7854
23 25 9690
23 26 3060
23 27 5100
23 28 6987
23 29 7599
23 30 12495
23 31 3876
23 32 1326
23 33 2805
23 34 5814
23 35 6324
23 36 5304
23 37 12444
23 38 12546
23 39 8160
23 40 7344
23 41 9486
23 42 8211
23 43 11526
23 44 9027
23 45 9027
23 46 2550
23 47 9945
23 48 5712
23 49 12138
23 50 12087
23 51 8313
23 52 11934
23 53 5151
23 54 1836
23 55 12444
23 56 2499
23 57 5406
23 58 9180
23 59 3468
23 60 8925
23 61 9078
23 62 6732
23 63 9996
23 64 12750
23 65 6528
23 66 8262
23 67 5457
23 68 7599
23 69 3621
23 70 9384
23 71 11883
23 72 6120
23 73 9741
23 74 11322
23 75 11577
23 76 6018
23 77 816
23 78 8772
23 79 12852
23 80 2244
23 81 2091
23 82 9537
23 83 4284
23 84 510
