1
200 20100
1 189 30552
1 190 13266
1 191 17018
1 192 11658
1 193 22378
1 194 20368
1 195 6834
1 196 24656
1 197 11122
1 198 27470
1 199 5628
1 200 938
2 2 -3711120
2 3 9520
2 4 23100
2 5 22260
2 6 26320
2 7 20860
2 8 25620
2 9 1680
2 10 6860
2 11 33740
2 12 15960
2 13 16660
2 14 7560
2 15 1680
2 16 28980
2 17 26460
2 18 24500
2 19 24500
2 20 6720
2 21 18480
2 22 34440
2 23 30240
2 24 26740
2 25 7840
2 26 13020
2 27 15400
2 28 33880
2 29 32480
2 30 6860
2 31 21000
2 32 28420
2 33 23520
2 34 7560
2 35 27020
2 36 33600
2 37 30800
2 38 22260
2 39 9520
2 40 9800
2 41 6860
2 42 34300
2 43 20720
2 44 16240
2 45 9660
2 46 22820
2 47 20020
2 48 8540
2 49 11620
2 50 28560
2 51 13160
2 52 15820
2 53 25760
2 54 20580
2 55 9800
2 56 12460
2 57 19460
2 58 16380
2 59 15960
2 60 20300
2 61 16100
2 62 9240
2 63 29820
2 64 9100
2 65 21140
2 66 27860
2 67 12880
2 68 22120
2 69 23800
2 70 1820
2 71 16800
2 72 19460
2 73 12740
2 74 24640
2 75 10640
2 76 15960
2 77 11480
2 78 17220
2 79 11620
2 80 33180
2 81 11480
2 82 20160
2 83 27580
2 84 23240
2 85 30100
2 86 30800
2 87 6580
2 88 27580
2 89 26600
2 90 18340
2 91 19880
2 92 33180
2 93 23940
2 94 26880
2 95 24780
2 96 13720
2 97 20020
2 98 32480
2 99 9240
2 100 24220
2 101 14140
2 102 30520
2 103 33040
2 104 30800
2 105 17080
2 106 33040
2 107 10220
2 108 560
2 109 5320
2 110 16100
2 111 33880
2 112 5600
2 113 4620
2 114 14280
2 115 12600
2 116 560
2 117 19740
2 118 6580
2 119 19600
2 120 2660
2 121 8260
2 122 2520
2 123 19460
2 124 28000
2 125 31920
2 126 12600
2 127 5180
2 128 14980
2 129 8680
2 130 35000
2 131 30660
2 132 35140
2 133 14000
2 134 3500
2 135 18340
2 136 31500
2 137 2240
2 138 12460
2 139 9520
2 140 17500
2 141 23660
2 142 23520
2 143 20720
2 144 28840
2 145 14980
2 146 29120
2 147 24640
2 148 14560
2 149 29260
2 150 34160
2 151 9520
2 152 26320
2 153 32760
2 154 30240
2 155 24080
2 156 34860
2 157 17920
2 158 23380
2 159 11480
2 160 6440
2 161 7840
2 162 3640
2 163 16520
2 164 22400
2 165 27300
2 166 3920
2 167 7000
2 168 22820
2 169 26180
2 170 33600
2 171 10500
2 172 15120
2 173 33040
2 174 2940
2 175 700
2 176 7280
2 177 31500
2 178 6580
2 179 29540
2 180 21840
2 181 31780
2 182 28000
2 183 12180
2 184 17640
2 185 20160
2 186 3220
2 187 2380
2 188 30100
2 189 31920
2 190 13860
2 191 17780
2 192 12180
2 193 23380
2 194 21280
2 195 7140
2 196 25760
2 197 11620
2 198 28700
2 199 5880
2 200 980
3 3 -1807440
3 4 11220
3 5 10812
3 6 12784
3 7 10132
3 8 12444
3 9 816
3 10 3332
3 11 16388
3 12 7752
3 13 8092
3 14 3672
3 15 816
3 16 14076
3 17 12852
3 18 11900
3 19 11900
3 20 3264
3 21 8976
3 22 16728
3 23 14688
3 24 12988
3 25 3808
3 26 6324
3 27 7480
3 28 16456
3 29 15776
3 30 3332
3 31 10200
3 32 13804
3 33 11424
3 34 3672
3 35 13124
3 36 16320
3 37 14960
3 38 10812
3 39 4624
3 40 4760
3 41 3332
3 42 16660
3 43 10064
3 44 7888
3 45 4692
3 46 11084
3 47 9724
3 48 4148
3 49 5644
3 50 13872
3 51 6392
3 52 7684
3 53 12512
3 54 9996
3 55 4760
3 56 6052
3 57 9452
3 58 7956
3 59 7752
3 60 9860
3 61 7820
3 62 4488
3 63 14484
3 64 4420
3 65 10268
3 66 13532
3 67 6256
3 68 10744
3 69 11560
3 70 884
3 71 8160
3 72 9452
3 73 6188
3 74 11968
3 75 5168
3 76 7752
3 77 5576
3 78 8364
3 79 5644
3 80 16116
3 81 5576
3 82 9792
3 83 13396
3 84 11288
3 85 14620
3 86 14960
3 87 3196
3 88 13396
3 89 12920
3 90 8908
3 91 9656
3 92 16116
3 93 11628
3 94 13056
3 95 12036
3 96 6664
3 97 9724
3 98 15776
3 99 4488
3 100 11764
3 101 6868
3 102 14824
3 103 16048
3 104 14960
3 105 8296
3 106 16048
3 107 4964
3 108 272
3 109 2584
3 110 7820
3 111 16456
3 112 2720
3 113 2244
3 114 6936
3 115 6120
3 116 272
3 117 9588
3 118 3196
3 119 9520
3 120 1292
3 121 4012
3 122 1224
3 123 9452
3 124 13600
3 125 15504
3 126 6120
3 127 2516
3 128 7276
3 129 4216
3 130 17000
3 131 14892
3 132 17068
3 133 6800
3 134 1700
3 135 8908
3 136 15300
3 137 1088
3 138 6052
3 139 4624
3 140 8500
3 141 11492
3 142 11424
3 143 10064
3 144 14008
3 145 7276
3 146 14144
3 147 11968
3 148 7072
3 149 14212
3 150 16592
3 151 4624
3 152 12784
3 153 15912
3 154 14688
3 155 11696
3 156 16932
3 157 8704
3 158 11356
3 159 5576
3 160 3128
3 161 3808
3 162 1768
3 163 8024
3 164 10880
3 165 13260
3 166 1904
3 167 3400
3 168 11084
3 169 12716
3 170 16320
3 171 5100
3 172 7344
3 173 16048
3 174 1428
3 175 340
3 176 3536
3 177 15300
3 178 3196
3 179 14348
3 180 10608
3 181 15436
3 182 13600
3 183 5916
3 184 8568
3 185 9792
3 186 1564
3 187 1156
3 188 14620
3 189 15504
3 190 6732
3 191 8636
3 192 5916
3 193 11356
3 194 10336
3 195 3468
3 196 12512
3 197 5644
3 198 13940
3 199 2856
3 200 476
4 4 -4369695
4 5 26235
4 6 31020
4 7 24585
4 8 30195
4 9 1980
4 10 8085
4 11 39765
4 12 18810
4 13 19635
4 14 8910
4 15 1980
4 16 34155
4 17 31185
4 18 28875
4 19 28875
4 20 7920
4 21 21780
4 22 40590
4 23 35640
4 24 31515
4 25 9240
4 26 15345
4 27 18150
4 28 39930
4 29 38280
4 30 8085
4 31 24750
4 32 33495
4 33 27720
4 34 8910
4 35 31845
4 36 39600
4 37 36300
4 38 26235
4 39 11220
4 40 11550
4 41 8085
4 42 40425
4 43 24420
4 44 19140
4 45 11385
4 46 26895
4 47 23595
4 48 10065
4 49 13695
4 50 33660
4 51 15510
4 52 18645
4 53 30360
4 54 24255
4 55 11550
4 56 14685
4 57 22935
4 58 19305
4 59 18810
4 60 23925
4 61 18975
4 62 10890
4 63 35145
4 64 10725
4 65 24915
4 66 32835
4 67 15180
4 68 26070
4 69 28050
4 70 2145
4 71 19800
4 72 22935
4 73 15015
4 74 29040
4 75 12540
4 76 18810
4 77 13530
4 78 20295
4 79 13695
4 80 39105
4 81 13530
4 82 23760
4 83 32505
4 84 27390
4 85 35475
4 86 36300
4 87 7755
4 88 32505
4 89 31350
4 90 21615
4 91 23430
4 92 39105
4 93 28215
4 94 31680
4 95 29205
4 96 16170
4 97 23595
4 98 38280
4 99 10890
4 100 28545
4 101 16665
4 102 35970
4 103 38940
4 104 36300
4 105 20130
4 106 38940
4 107 12045
4 108 660
4 109 6270
4 110 18975
4 111 39930
4 112 6600
4 113 5445
4 114 16830
4 115 14850
4 116 660
4 117 23265
4 118 7755
4 119 23100
4 120 3135
4 121 9735
4 122 2970
4 123 22935
4 124 33000
4 125 37620
4 126 14850
4 127 6105
4 128 17655
4 129 10230
4 130 41250
4 131 36135
4 132 41415
4 133 16500
4 134 4125
4 135 21615
4 136 37125
4 137 2640
4 138 14685
4 139 11220
4 140 20625
4 141 27885
4 142 27720
4 143 24420
4 144 33990
4 145 17655
4 146 34320
4 147 29040
4 148 17160
4 149 34485
4 150 40260
4 151 11220
4 152 31020
4 153 38610
4 154 35640
4 155 28380
4 156 41085
4 157 21120
4 158 27555
4 159 13530
4 160 7590
4 161 9240
4 162 4290
4 163 19470
4 164 26400
4 165 32175
4 166 4620
4 167 8250
4 168 26895
4 169 30855
4 170 39600
4 171 12375
4 172 17820
4 173 38940
4 174 3465
4 175 825
4 176 8580
4 177 37125
4 178 7755
4 179 34815
4 180 25740
4 181 37455
4 182 33000
4 183 14355
4 184 20790
4 185 23760
4 186 3795
4 187 2805
4 188 35475
4 189 37620
4 190 16335
4 191 20955
4 192 14355
4 193 27555
4 194 25080
4 195 8415
4 196 30360
4 197 13695
4 198 33825
4 199 6930
4 200 1155
5 5 -4211751
5 6 29892
5 7 23691
5 8 29097
5 9 1908
5 10 7791
5 11 38319
5 12 18126
5 13 18921
5 14 8586
5 15 1908
5 16 32913
5 17 30051
5 18 27825
5 19 27825
5 20 7632
5 21 20988
5 22 39114
5 23 34344
5 24 30369
5 25 8904
5 26 14787
5 27 17490
5 28 38478
5 29 36888
5 30 7791
5 31 23850
5 32 32277
5 33 26712
5 34 8586
5 35 30687
5 36 38160
5 37 34980
5 38 25281
5 39 10812
5 40 11130
5 41 7791
5 42 38955
5 43 23532
5 44 18444
5 45 10971
5 46 25917
5 47 22737
5 48 9699
5 49 13197
5 50 32436
5 51 14946
5 52 17967
5 53 29256
5 54 23373
5 55 11130
5 56 14151
5 57 22101
5 58 18603
5 59 18126
5 60 23055
5 61 18285
5 62 10494
5 63 33867
5 64 10335
5 65 24009
5 66 31641
5 67 14628
5 68 25122
5 69 27030
5 70 2067
5 71 19080
5 72 22101
5 73 14469
5 74 27984
5 75 12084
5 76 18126
5 77 13038
5 78 19557
5 79 13197
5 80 37683
5 81 13038
5 82 22896
5 83 31323
5 84 26394
5 85 34185
5 86 34980
5 87 7473
5 88 31323
5 89 30210
5 90 20829
5 91 22578
5 92 37683
5 93 27189
5 94 30528
5 95 28143
5 96 15582
5 97 22737
5 98 36888
5 99 10494
5 100 27507
5 101 16059
5 102 34662
5 103 37524
5 104 34980
5 105 19398
5 106 37524
5 107 11607
5 108 636
5 109 6042
5 110 18285
5 111 38478
5 112 6360
5 113 5247
5 114 16218
5 115 14310
5 116 636
5 117 22419
5 118 7473
5 119 22260
5 120 3021
5 121 9381
5 122 2862
5 123 22101
5 124 31800
5 125 36252
5 126 14310
5 127 5883
5 128 17013
5 129 9858
5 130 39750
5 131 34821
5 132 39909
5 133 15900
5 134 3975
5 135 20829
5 136 35775
5 137 2544
5 138 14151
5 139 10812
5 140 19875
5 141 26871
5 142 26712
5 143 23532
5 144 32754
5 145 17013
5 146 33072
5 147 27984
5 148 16536
5 149 33231
5 150 38796
5 151 10812
5 152 29892
5 153 37206
5 154 34344
5 155 27348
5 156 39591
5 157 20352
5 158 26553
5 159 13038
5 160 7314
5 161 8904
5 162 4134
5 163 18762
5 164 25440
5 165 31005
5 166 4452
5 167 7950
5 168 25917
5 169 29733
5 170 38160
5 171 11925
5 172 17172
5 173 37524
5 174 3339
5 175 795
5 176 8268
5 177 35775
5 178 7473
5 179 33549
5 180 24804
5 181 36093
5 182 31800
5 183 13833
5 184 20034
5 185 22896
5 186 3657
5 187 2703
5 188 34185
5 189 36252
5 190 15741
5 191 20193
5 192 13833
5 193 26553
5 194 24168
5 195 8109
5 196 29256
5 197 13197
5 198 32595
5 199 6678
5 200 1113
6 6 -4974480
6 7 28012
6 8 34404
6 9 2256
6 10 9212
6 11 45308
6 12 21432
6 13 22372
6 14 10152
6 15 2256
6 16 38916
6 17 35532
6 18 32900
6 19 32900
6 20 9024
6 21 24816
6 22 46248
6 23 40608
6 24 35908
6 25 10528
6 26 17484
6 27 20680
6 28 45496
6 29 43616
6 30 9212
6 31 28200
6 32 38164
6 33 31584
6 34 10152
6 35 36284
6 36 45120
6 37 41360
6 38 29892
6 39 12784
6 40 13160
6 41 9212
6 42 46060
6 43 27824
6 44 21808
6 45 12972
6 46 30644
6 47 26884
6 48 11468
6 49 15604
6 50 38352
6 51 17672
6 52 21244
6 53 34592
6 54 27636
6 55 13160
6 56 16732
6 57 26132
6 58 21996
6 59 21432
6 60 27260
6 61 21620
6 62 12408
6 63 40044
6 64 12220
6 65 28388
6 66 37412
6 67 17296
6 68 29704
6 69 31960
6 70 2444
6 71 22560
6 72 26132
6 73 17108
6 74 33088
6 75 14288
6 76 21432
6 77 15416
6 78 23124
6 79 15604
6 80 44556
6 81 15416
6 82 27072
6 83 37036
6 84 31208
6 85 40420
6 86 41360
6 87 8836
6 88 37036
6 89 35720
6 90 24628
6 91 26696
6 92 44556
6 93 32148
6 94 36096
6 95 33276
6 96 18424
6 97 26884
6 98 43616
6 99 12408
6 100 32524
6 101 18988
6 102 40984
6 103 44368
6 104 41360
6 105 22936
6 106 44368
6 107 13724
6 108 752
6 109 7144
6 110 21620
6 111 45496
6 112 7520
6 113 6204
6 114 19176
6 115 16920
6 116 752
6 117 26508
6 118 8836
6 119 26320
6 120 3572
6 121 11092
6 122 3384
6 123 26132
6 124 37600
6 125 42864
6 126 16920
6 127 6956
6 128 20116
6 129 11656
6 130 47000
6 131 41172
6 132 47188
6 133 18800
6 134 4700
6 135 24628
6 136 42300
6 137 3008
6 138 16732
6 139 12784
6 140 23500
6 141 31772
6 142 31584
6 143 27824
6 144 38728
6 145 20116
6 146 39104
6 147 33088
6 148 19552
6 149 39292
6 150 45872
6 151 12784
6 152 35344
6 153 43992
6 154 40608
6 155 32336
6 156 46812
6 157 24064
6 158 31396
6 159 15416
6 160 8648
6 161 10528
6 162 4888
6 163 22184
6 164 30080
6 165 36660
6 166 5264
6 167 9400
6 168 30644
6 169 35156
6 170 45120
6 171 14100
6 172 20304
6 173 44368
6 174 3948
6 175 940
6 176 9776
6 177 42300
6 178 8836
6 179 39668
6 180 29328
6 181 42676
6 182 37600
6 183 16356
6 184 23688
6 185 27072
6 186 4324
6 187 3196
6 188 40420
6 189 42864
6 190 18612
6 191 23876
6 192 16356
6 193 31396
6 194 28576
6 195 9588
6 196 34592
6 197 15604
6 198 38540
6 199 7896
6 200 1316
7 7 -3948351
7 8 27267
7 9 1788
7 10 7301
7 11 35909
7 12 16986
7 13 17731
7 14 8046
7 15 1788
7 16 30843
7 17 28161
7 18 26075
7 19 26075
7 20 7152
7 21 19668
7 22 36654
7 23 32184
7 24 28459
7 25 8344
7 26 13857
7 27 16390
7 28 36058
7 29 34568
7 30 7301
7 31 22350
7 32 30247
7 33 25032
7 34 8046
7 35 28757
7 36 35760
7 37 32780
7 38 23691
7 39 10132
7 40 10430
7 41 7301
7 42 36505
7 43 22052
7 44 17284
7 45 10281
7 46 24287
7 47 21307
7 48 9089
7 49 12367
7 50 30396
7 51 14006
7 52 16837
7 53 27416
7 54 21903
7 55 10430
7 56 13261
7 57 20711
7 58 17433
7 59 16986
7 60 21605
7 61 17135
7 62 9834
7 63 31737
7 64 9685
7 65 22499
7 66 29651
7 67 13708
7 68 23542
7 69 25330
7 70 1937
7 71 17880
7 72 20711
7 73 13559
7 74 26224
7 75 11324
7 76 16986
7 77 12218
7 78 18327
7 79 12367
7 80 35313
7 81 12218
7 82 21456
7 83 29353
7 84 24734
7 85 32035
7 86 32780
7 87 7003
7 88 29353
7 89 28310
7 90 19519
7 91 21158
7 92 35313
7 93 25479
7 94 28608
7 95 26373
7 96 14602
7 97 21307
7 98 34568
7 99 9834
7 100 25777
7 101 15049
7 102 32482
7 103 35164
7 104 32780
7 105 18178
7 106 35164
7 107 10877
7 108 596
7 109 5662
7 110 17135
7 111 36058
7 112 5960
7 113 4917
7 114 15198
7 115 13410
7 116 596
7 117 21009
7 118 7003
7 119 20860
7 120 2831
7 121 8791
7 122 2682
7 123 20711
7 124 29800
7 125 33972
7 126 13410
7 127 5513
7 128 15943
7 129 9238
7 130 37250
7 131 32631
7 132 37399
7 133 14900
7 134 3725
7 135 19519
7 136 33525
7 137 2384
7 138 13261
7 139 10132
7 140 18625
7 141 25181
7 142 25032
7 143 22052
7 144 30694
7 145 15943
7 146 30992
7 147 26224
7 148 15496
7 149 31141
7 150 36356
7 151 10132
7 152 28012
7 153 34866
7 154 32184
7 155 25628
7 156 37101
7 157 19072
7 158 24883
7 159 12218
7 160 6854
7 161 8344
7 162 3874
7 163 17582
7 164 23840
7 165 29055
7 166 4172
7 167 7450
7 168 24287
7 169 27863
7 170 35760
7 171 11175
7 172 16092
7 173 35164
7 174 3129
7 175 745
7 176 7748
7 177 33525
7 178 7003
7 179 31439
7 180 23244
7 181 33823
7 182 29800
7 183 12963
7 184 18774
7 185 21456
7 186 3427
7 187 2533
7 188 32035
7 189 33972
7 190 14751
7 191 18923
7 192 12963
7 193 24883
7 194 22648
7 195 7599
7 196 27416
7 197 12367
7 198 30545
7 199 6258
7 200 1043
8 8 -4843095
8 9 2196
8 10 8967
8 11 44103
8 12 20862
8 13 21777
8 14 9882
8 15 2196
8 16 37881
8 17 34587
8 18 32025
8 19 32025
8 20 8784
8 21 24156
8 22 45018
8 23 39528
8 24 34953
8 25 10248
8 26 17019
8 27 20130
8 28 44286
8 29 42456
8 30 8967
8 31 27450
8 32 37149
8 33 30744
8 34 9882
8 35 35319
8 36 43920
8 37 40260
8 38 29097
8 39 12444
8 40 12810
8 41 8967
8 42 44835
8 43 27084
8 44 21228
8 45 12627
8 46 29829
8 47 26169
8 48 11163
8 49 15189
8 50 37332
8 51 17202
8 52 20679
8 53 33672
8 54 26901
8 55 12810
8 56 16287
8 57 25437
8 58 21411
8 59 20862
8 60 26535
8 61 21045
8 62 12078
8 63 38979
8 64 11895
8 65 27633
8 66 36417
8 67 16836
8 68 28914
8 69 31110
8 70 2379
8 71 21960
8 72 25437
8 73 16653
8 74 32208
8 75 13908
8 76 20862
8 77 15006
8 78 22509
8 79 15189
8 80 43371
8 81 15006
8 82 26352
8 83 36051
8 84 30378
8 85 39345
8 86 40260
8 87 8601
8 88 36051
8 89 34770
8 90 23973
8 91 25986
8 92 43371
8 93 31293
8 94 35136
8 95 32391
8 96 17934
8 97 26169
8 98 42456
8 99 12078
8 100 31659
8 101 18483
8 102 39894
8 103 43188
8 104 40260
8 105 22326
8 106 43188
8 107 13359
8 108 732
8 109 6954
8 110 21045
8 111 44286
8 112 7320
8 113 6039
8 114 18666
8 115 16470
8 116 732
8 117 25803
8 118 8601
8 119 25620
8 120 3477
8 121 10797
8 122 3294
8 123 25437
8 124 36600
8 125 41724
8 126 16470
8 127 6771
8 128 19581
8 129 11346
8 130 45750
8 131 40077
8 132 45933
8 133 18300
8 134 4575
8 135 23973
8 136 41175
8 137 2928
8 138 16287
8 139 12444
8 140 22875
8 141 30927
8 142 30744
8 143 27084
8 144 37698
8 145 19581
8 146 38064
8 147 32208
8 148 19032
8 149 38247
8 150 44652
8 151 12444
8 152 34404
8 153 42822
8 154 39528
8 155 31476
8 156 45567
8 157 23424
8 158 30561
8 159 15006
8 160 8418
8 161 10248
8 162 4758
8 163 21594
8 164 29280
8 165 35685
8 166 5124
8 167 9150
8 168 29829
8 169 34221
8 170 43920
8 171 13725
8 172 19764
8 173 43188
8 174 3843
8 175 915
8 176 9516
8 177 41175
8 178 8601
8 179 38613
8 180 28548
8 181 41541
8 182 36600
8 183 15921
8 184 23058
8 185 26352
8 186 4209
8 187 3111
8 188 39345
8 189 41724
8 190 18117
8 191 23241
8 192 15921
8 193 30561
8 194 27816
8 195 9333
8 196 33672
8 197 15189
8 198 37515
8 199 7686
8 200 1281
9 9 -319632
9 10 588
9 11 2892
9 12 1368
9 13 1428
9 14 648
9 15 144
9 16 2484
9 17 2268
9 18 2100
9 19 2100
9 20 576
9 21 1584
9 22 2952
9 23 2592
9 24 2292
9 25 672
9 26 1116
9 27 1320
9 28 2904
9 29 2784
9 30 588
9 31 1800
9 32 2436
9 33 2016
9 34 648
9 35 2316
9 36 2880
9 37 2640
9 38 1908
9 39 816
9 40 840
9 41 588
9 42 2940
9 43 1776
9 44 1392
9 45 828
9 46 1956
9 47 1716
9 48 732
9 49 996
9 50 2448
9 51 1128
9 52 1356
9 53 2208
9 54 1764
9 55 840
9 56 1068
9 57 1668
9 58 1404
9 59 1368
9 60 1740
9 61 1380
9 62 792
9 63 2556
9 64 780
9 65 1812
9 66 2388
9 67 1104
9 68 1896
9 69 2040
9 70 156
9 71 1440
9 72 1668
9 73 1092
9 74 2112
9 75 912
9 76 1368
9 77 984
9 78 1476
9 79 996
9 80 2844
9 81 984
9 82 1728
9 83 2364
9 84 1992
9 85 2580
9 86 2640
9 87 564
9 88 2364
9 89 2280
9 90 1572
9 91 1704
9 92 2844
9 93 2052
9 94 2304
9 95 2124
9 96 1176
9 97 1716
9 98 2784
9 99 792
9 100 2076
9 101 1212
9 102 2616
9 103 2832
9 104 2640
9 105 1464
9 106 2832
9 107 876
9 108 48
9 109 456
9 110 1380
9 111 2904
9 112 480
9 113 396
9 114 1224
9 115 1080
9 116 48
9 117 1692
9 118 564
9 119 1680
9 120 228
9 121 708
9 122 216
9 123 1668
9 124 2400
9 125 2736
9 126 1080
9 127 444
9 128 1284
9 129 744
9 130 3000
9 131 2628
9 132 3012
9 133 1200
9 134 300
9 135 1572
9 136 2700
9 137 192
9 138 1068
9 139 816
9 140 1500
9 141 2028
9 142 2016
9 143 1776
9 144 2472
9 145 1284
9 146 2496
9 147 2112
9 148 1248
9 149 2508
9 150 2928
9 151 816
9 152 2256
9 153 2808
9 154 2592
9 155 2064
9 156 2988
9 157 1536
9 158 2004
9 159 984
9 160 552
9 161 672
9 162 312
9 163 1416
9 164 1920
9 165 2340
9 166 336
9 167 600
9 168 1956
9 169 2244
9 170 2880
9 171 900
9 172 1296
9 173 2832
9 174 252
9 175 60
9 176 624
9 177 2700
9 178 564
9 179 2532
9 180 1872
9 181 2724
9 182 2400
9 183 1044
9 184 1512
9 185 1728
9 186 276
9 187 204
9 188 2580
9 189 2736
9 190 1188
9 191 1524
9 192 1044
9 193 2004
9 194 1824
9 195 612
9 196 2208
9 197 996
9 198 2460
9 199 504
9 200 84
10 10 -1303351
10 11 11809
10 12 5586
10 13 5831
10 14 2646
10 15 588
10 16 10143
10 17 9261
10 18 8575
10 19 8575
10 20 2352
10 21 6468
10 22 12054
10 23 10584
10 24 9359
10 25 2744
10 26 4557
10 27 5390
10 28 11858
10 29 11368
10 30 2401
10 31 7350
10 32 9947
10 33 8232
10 34 2646
10 35 9457
10 36 11760
10 37 10780
10 38 7791
10 39 3332
10 40 3430
10 41 2401
10 42 12005
10 43 7252
10 44 5684
10 45 3381
10 46 7987
10 47 7007
10 48 2989
10 49 4067
10 50 9996
10 51 4606
10 52 5537
10 53 9016
10 54 7203
10 55 3430
10 56 4361
10 57 6811
10 58 5733
10 59 5586
10 60 7105
10 61 5635
10 62 3234
10 63 10437
10 64 3185
10 65 7399
10 66 9751
10 67 4508
10 68 7742
10 69 8330
10 70 637
10 71 5880
10 72 6811
10 73 4459
10 74 8624
10 75 3724
10 76 5586
10 77 4018
10 78 6027
10 79 4067
10 80 11613
10 81 4018
10 82 7056
10 83 9653
10 84 8134
10 85 10535
10 86 10780
10 87 2303
10 88 9653
10 89 9310
10 90 6419
10 91 6958
10 92 11613
10 93 8379
10 94 9408
10 95 8673
10 96 4802
10 97 7007
10 98 11368
10 99 3234
10 100 8477
10 101 4949
10 102 10682
10 103 11564
10 104 10780
10 105 5978
10 106 11564
10 107 3577
10 108 196
10 109 1862
10 110 5635
10 111 11858
10 112 1960
10 113 1617
10 114 4998
10 115 4410
10 116 196
10 117 6909
10 118 2303
10 119 6860
10 120 931
10 121 2891
10 122 882
10 123 6811
10 124 9800
10 125 11172
10 126 4410
10 127 1813
10 128 5243
10 129 3038
10 130 12250
10 131 10731
10 132 12299
10 133 4900
10 134 1225
10 135 6419
10 136 11025
10 137 784
10 138 4361
10 139 3332
10 140 6125
10 141 8281
10 142 8232
10 143 7252
10 144 10094
10 145 5243
10 146 10192
10 147 8624
10 148 5096
10 149 10241
10 150 11956
10 151 3332
10 152 9212
10 153 11466
10 154 10584
10 155 8428
10 156 12201
10 157 6272
10 158 8183
10 159 4018
10 160 2254
10 161 2744
10 162 1274
10 163 5782
10 164 7840
10 165 9555
10 166 1372
10 167 2450
10 168 7987
10 169 9163
10 170 11760
10 171 3675
10 172 5292
10 173 11564
10 174 1029
10 175 245
10 176 2548
10 177 11025
10 178 2303
10 179 10339
10 180 7644
10 181 11123
10 182 9800
10 183 4263
10 184 6174
10 185 7056
10 186 1127
10 187 833
10 188 10535
10 189 11172
10 190 4851
10 191 6223
10 192 4263
10 193 8183
10 194 7448
10 195 2499
10 196 9016
10 197 4067
10 198 10045
10 199 2058
10 200 343
11 11 -6364087
11 12 27474
11 13 28679
11 14 13014
11 15 2892
11 16 49887
11 17 45549
11 18 42175
11 19 42175
11 20 11568
11 21 31812
11 22 59286
11 23 52056
11 24 46031
11 25 13496
11 26 22413
11 27 26510
11 28 58322
11 29 55912
11 30 11809
11 31 36150
11 32 48923
11 33 40488
11 34 13014
11 35 46513
11 36 57840
11 37 53020
11 38 38319
11 39 16388
11 40 16870
11 41 11809
11 42 59045
11 43 35668
11 44 27956
11 45 16629
11 46 39283
11 47 34463
11 48 14701
11 49 20003
11 50 49164
11 51 22654
11 52 27233
11 53 44344
11 54 35427
11 55 16870
11 56 21449
11 57 33499
11 58 28197
11 59 27474
11 60 34945
11 61 27715
11 62 15906
11 63 51333
